x1, x2, x3, x4, x5, x6, x7, x8, y
0.62, 1, 0.714285714285714, 1, 0, 0.666666666666667, 0.25, 0.2, 12.93
0.62, 1, 0.714285714285714, 1, 0, 1, 0.25, 0.2, 13.02
0.98, 0, 0.285714285714286, 0, 1, 0, 0.25, 0.4, 24.29
0.98, 0, 0.285714285714286, 0, 1, 0.333333333333333, 0.25, 0.4, 24.31
0.98, 0, 0.285714285714286, 0, 1, 0.666666666666667, 0.25, 0.4, 24.13
0.98, 0, 0.285714285714286, 0, 1, 1, 0.25, 0.4, 24.25
0.9, 0.166666666666667, 0.428571428571429, 0.111111111111111, 1, 0, 0.25, 0.4, 28.88
0.9, 0.166666666666667, 0.428571428571429, 0.111111111111111, 1, 0.333333333333333, 0.25, 0.4, 29.68
0.9, 0.166666666666667, 0.428571428571429, 0.111111111111111, 1, 0.666666666666667, 0.25, 0.4, 28.83
0.9, 0.166666666666667, 0.428571428571429, 0.111111111111111, 1, 1, 0.25, 0.4, 27.9
0.86, 0.25, 0.285714285714286, 0.333333333333333, 1, 0, 0.25, 0.4, 26.48
0.86, 0.25, 0.285714285714286, 0.333333333333333, 1, 0.333333333333333, 0.25, 0.4, 27.02
0.86, 0.25, 0.285714285714286, 0.333333333333333, 1, 0.666666666666667, 0.25, 0.4, 26.33
0.86, 0.25, 0.285714285714286, 0.333333333333333, 1, 1, 0.25, 0.4, 25.36
0.82, 0.333333333333333, 0.428571428571429, 0.333333333333333, 1, 0, 0.25, 0.4, 23.75
0.82, 0.333333333333333, 0.428571428571429, 0.333333333333333, 1, 0.333333333333333, 0.25, 0.4, 24.23
0.82, 0.333333333333333, 0.428571428571429, 0.333333333333333, 1, 0.666666666666667, 0.25, 0.4, 23.67
0.82, 0.333333333333333, 0.428571428571429, 0.333333333333333, 1, 1, 0.25, 0.4, 22.79
0.79, 0.416666666666667, 0.571428571428571, 0.333333333333333, 1, 0, 0.25, 0.4, 35.65
0.79, 0.416666666666667, 0.571428571428571, 0.333333333333333, 1, 0.333333333333333, 0.25, 0.4, 37.26
0.79, 0.416666666666667, 0.571428571428571, 0.333333333333333, 1, 0.666666666666667, 0.25, 0.4, 36.97
0.79, 0.416666666666667, 0.571428571428571, 0.333333333333333, 1, 1, 0.25, 0.4, 36.03
0.76, 0.5, 1, 0.111111111111111, 1, 0, 0.25, 0.4, 33.16
0.76, 0.5, 1, 0.111111111111111, 1, 0.333333333333333, 0.25, 0.4, 32.4
0.76, 0.5, 1, 0.111111111111111, 1, 0.666666666666667, 0.25, 0.4, 33.12
0.76, 0.5, 1, 0.111111111111111, 1, 1, 0.25, 0.4, 32.41
0.74, 0.583333333333333, 0, 1, 0, 0, 0.25, 0.4, 10.42
0.74, 0.583333333333333, 0, 1, 0, 0.333333333333333, 0.25, 0.4, 10.46
0.74, 0.583333333333333, 0, 1, 0, 0.666666666666667, 0.25, 0.4, 10.32
0.74, 0.583333333333333, 0, 1, 0, 1, 0.25, 0.4, 10.45
0.71, 0.666666666666667, 0.142857142857143, 1, 0, 0, 0.25, 0.4, 10.64
0.71, 0.666666666666667, 0.142857142857143, 1, 0, 0.333333333333333, 0.25, 0.4, 10.72
0.71, 0.666666666666667, 0.142857142857143, 1, 0, 0.666666666666667, 0.25, 0.4, 10.55
0.71, 0.666666666666667, 0.142857142857143, 1, 0, 1, 0.25, 0.4, 10.68
0.69, 0.75, 0.285714285714286, 1, 0, 0, 0.25, 0.4, 11.45
0.69, 0.75, 0.285714285714286, 1, 0, 0.333333333333333, 0.25, 0.4, 11.46
0.69, 0.75, 0.285714285714286, 1, 0, 0.666666666666667, 0.25, 0.4, 11.32
0.69, 0.75, 0.285714285714286, 1, 0, 1, 0.25, 0.4, 11.49
0.66, 0.833333333333333, 0.428571428571429, 1, 0, 0, 0.25, 0.4, 11.45
0.66, 0.833333333333333, 0.428571428571429, 1, 0, 0.333333333333333, 0.25, 0.4, 11.42
0.66, 0.833333333333333, 0.428571428571429, 1, 0, 0.666666666666667, 0.25, 0.4, 11.33
0.66, 0.833333333333333, 0.428571428571429, 1, 0, 1, 0.25, 0.4, 11.43
0.64, 0.916666666666667, 0.571428571428571, 1, 0, 0, 0.25, 0.4, 15.41
0.64, 0.916666666666667, 0.571428571428571, 1, 0, 0.333333333333333, 0.25, 0.4, 15.18
0.64, 0.916666666666667, 0.571428571428571, 1, 0, 0.666666666666667, 0.25, 0.4, 15.34
0.64, 0.916666666666667, 0.571428571428571, 1, 0, 1, 0.25, 0.4, 15.19
0.62, 1, 0.714285714285714, 1, 0, 0, 0.25, 0.4, 12.88
0.62, 1, 0.714285714285714, 1, 0, 0.333333333333333, 0.25, 0.4, 13
0.62, 1, 0.714285714285714, 1, 0, 0.666666666666667, 0.25, 0.4, 12.97
0.62, 1, 0.714285714285714, 1, 0, 1, 0.25, 0.4, 13.04
0.98, 0, 0.285714285714286, 0, 1, 0, 0.25, 0.6, 24.28
0.98, 0, 0.285714285714286, 0, 1, 0.333333333333333, 0.25, 0.6, 24.4
0.98, 0, 0.285714285714286, 0, 1, 0.666666666666667, 0.25, 0.6, 24.11
0.98, 0, 0.285714285714286, 0, 1, 1, 0.25, 0.6, 24.35
0.9, 0.166666666666667, 0.428571428571429, 0.111111111111111, 1, 0, 0.25, 0.6, 28.07
0.9, 0.166666666666667, 0.428571428571429, 0.111111111111111, 1, 0.333333333333333, 0.25, 0.6, 29.01
0.9, 0.166666666666667, 0.428571428571429, 0.111111111111111, 1, 0.666666666666667, 0.25, 0.6, 29.62
0.9, 0.166666666666667, 0.428571428571429, 0.111111111111111, 1, 1, 0.25, 0.6, 29.05
0.86, 0.25, 0.285714285714286, 0.333333333333333, 1, 0, 0.25, 0.6, 25.41
0.86, 0.25, 0.285714285714286, 0.333333333333333, 1, 0.333333333333333, 0.25, 0.6, 26.47
0.86, 0.25, 0.285714285714286, 0.333333333333333, 1, 0.666666666666667, 0.25, 0.6, 26.89
0.86, 0.25, 0.285714285714286, 0.333333333333333, 1, 1, 0.25, 0.6, 26.46
0.82, 0.333333333333333, 0.428571428571429, 0.333333333333333, 1, 0, 0.25, 0.6, 22.93
0.82, 0.333333333333333, 0.428571428571429, 0.333333333333333, 1, 0.333333333333333, 0.25, 0.6, 23.84
0.82, 0.333333333333333, 0.428571428571429, 0.333333333333333, 1, 0.666666666666667, 0.25, 0.6, 24.17
0.82, 0.333333333333333, 0.428571428571429, 0.333333333333333, 1, 1, 0.25, 0.6, 23.87
0.79, 0.416666666666667, 0.571428571428571, 0.333333333333333, 1, 0, 0.25, 0.6, 35.78
0.79, 0.416666666666667, 0.571428571428571, 0.333333333333333, 1, 0.333333333333333, 0.25, 0.6, 35.48
0.79, 0.416666666666667, 0.571428571428571, 0.333333333333333, 1, 0.666666666666667, 0.25, 0.6, 36.97
0.79, 0.416666666666667, 0.571428571428571, 0.333333333333333, 1, 1, 0.25, 0.6, 36.7
0.76, 0.5, 1, 0.111111111111111, 1, 0, 0.25, 0.6, 32.52
0.76, 0.5, 1, 0.111111111111111, 1, 0.333333333333333, 0.25, 0.6, 33.28
0.76, 0.5, 1, 0.111111111111111, 1, 0.666666666666667, 0.25, 0.6, 32.33
0.76, 0.5, 1, 0.111111111111111, 1, 1, 0.25, 0.6, 33.24
0.74, 0.583333333333333, 0, 1, 0, 0, 0.25, 0.6, 10.39
0.74, 0.583333333333333, 0, 1, 0, 0.333333333333333, 0.25, 0.6, 10.34
0.74, 0.583333333333333, 0, 1, 0, 0.666666666666667, 0.25, 0.6, 10.35
0.74, 0.583333333333333, 0, 1, 0, 1, 0.25, 0.6, 10.38
0.71, 0.666666666666667, 0.142857142857143, 1, 0, 0, 0.25, 0.6, 10.77
0.71, 0.666666666666667, 0.142857142857143, 1, 0, 0.333333333333333, 0.25, 0.6, 10.68
0.71, 0.666666666666667, 0.142857142857143, 1, 0, 0.666666666666667, 0.25, 0.6, 10.68
0.71, 0.666666666666667, 0.142857142857143, 1, 0, 1, 0.25, 0.6, 10.7
0.69, 0.75, 0.285714285714286, 1, 0, 0, 0.25, 0.6, 11.22
0.69, 0.75, 0.285714285714286, 1, 0, 0.333333333333333, 0.25, 0.6, 11.16
0.69, 0.75, 0.285714285714286, 1, 0, 0.666666666666667, 0.25, 0.6, 11.1
0.69, 0.75, 0.285714285714286, 1, 0, 1, 0.25, 0.6, 11.14
0.66, 0.833333333333333, 0.428571428571429, 1, 0, 0, 0.25, 0.6, 11.59
0.66, 0.833333333333333, 0.428571428571429, 1, 0, 0.333333333333333, 0.25, 0.6, 11.6
0.66, 0.833333333333333, 0.428571428571429, 1, 0, 0.666666666666667, 0.25, 0.6, 11.53
0.66, 0.833333333333333, 0.428571428571429, 1, 0, 1, 0.25, 0.6, 11.61
0.64, 0.916666666666667, 0.571428571428571, 1, 0, 0, 0.25, 0.6, 15.16
0.64, 0.916666666666667, 0.571428571428571, 1, 0, 0.333333333333333, 0.25, 0.6, 15.36
0.64, 0.916666666666667, 0.571428571428571, 1, 0, 0.666666666666667, 0.25, 0.6, 15.12
0.64, 0.916666666666667, 0.571428571428571, 1, 0, 1, 0.25, 0.6, 15.36
0.62, 1, 0.714285714285714, 1, 0, 0, 0.25, 0.6, 12.68
0.62, 1, 0.714285714285714, 1, 0, 0.333333333333333, 0.25, 0.6, 12.63
0.62, 1, 0.714285714285714, 1, 0, 0.666666666666667, 0.25, 0.6, 12.71
0.62, 1, 0.714285714285714, 1, 0, 1, 0.25, 0.6, 12.73
0.98, 0, 0.285714285714286, 0, 1, 0, 0.25, 0.8, 24.38
0.98, 0, 0.285714285714286, 0, 1, 0.333333333333333, 0.25, 0.8, 24.23
0.98, 0, 0.285714285714286, 0, 1, 0.666666666666667, 0.25, 0.8, 24.04
0.98, 0, 0.285714285714286, 0, 1, 1, 0.25, 0.8, 24.32
0.9, 0.166666666666667, 0.428571428571429, 0.111111111111111, 1, 0, 0.25, 0.8, 29.06
0.9, 0.166666666666667, 0.428571428571429, 0.111111111111111, 1, 0.333333333333333, 0.25, 0.8, 28.05
0.9, 0.166666666666667, 0.428571428571429, 0.111111111111111, 1, 0.666666666666667, 0.25, 0.8, 28.86
0.9, 0.166666666666667, 0.428571428571429, 0.111111111111111, 1, 1, 0.25, 0.8, 29.79
0.86, 0.25, 0.285714285714286, 0.333333333333333, 1, 0, 0.25, 0.8, 26.44
0.86, 0.25, 0.285714285714286, 0.333333333333333, 1, 0.333333333333333, 0.25, 0.8, 25.37
0.86, 0.25, 0.285714285714286, 0.333333333333333, 1, 0.666666666666667, 0.25, 0.8, 26.33
0.86, 0.25, 0.285714285714286, 0.333333333333333, 1, 1, 0.25, 0.8, 27.03
0.82, 0.333333333333333, 0.428571428571429, 0.333333333333333, 1, 0, 0.25, 0.8, 23.8
0.82, 0.333333333333333, 0.428571428571429, 0.333333333333333, 1, 0.333333333333333, 0.25, 0.8, 22.8
0.82, 0.333333333333333, 0.428571428571429, 0.333333333333333, 1, 0.666666666666667, 0.25, 0.8, 23.59
0.82, 0.333333333333333, 0.428571428571429, 0.333333333333333, 1, 1, 0.25, 0.8, 24.24
0.79, 0.416666666666667, 0.571428571428571, 0.333333333333333, 1, 0, 0.25, 0.8, 36.86
0.79, 0.416666666666667, 0.571428571428571, 0.333333333333333, 1, 0.333333333333333, 0.25, 0.8, 35.89
0.79, 0.416666666666667, 0.571428571428571, 0.333333333333333, 1, 0.666666666666667, 0.25, 0.8, 35.45
0.79, 0.416666666666667, 0.571428571428571, 0.333333333333333, 1, 1, 0.25, 0.8, 37.1
0.76, 0.5, 1, 0.111111111111111, 1, 0, 0.25, 0.8, 33.08
0.76, 0.5, 1, 0.111111111111111, 1, 0.333333333333333, 0.25, 0.8, 32.38
0.76, 0.5, 1, 0.111111111111111, 1, 0.666666666666667, 0.25, 0.8, 33.09
0.76, 0.5, 1, 0.111111111111111, 1, 1, 0.25, 0.8, 32.31
0.74, 0.583333333333333, 0, 1, 0, 0, 0.25, 0.8, 10.08
0.74, 0.583333333333333, 0, 1, 0, 0.333333333333333, 0.25, 0.8, 10.15
0.74, 0.583333333333333, 0, 1, 0, 0.666666666666667, 0.25, 0.8, 10.07
0.74, 0.583333333333333, 0, 1, 0, 1, 0.25, 0.8, 10.14
0.71, 0.666666666666667, 0.142857142857143, 1, 0, 0, 0.25, 0.8, 10.66
0.71, 0.666666666666667, 0.142857142857143, 1, 0, 0.333333333333333, 0.25, 0.8, 10.68
0.71, 0.666666666666667, 0.142857142857143, 1, 0, 0.666666666666667, 0.25, 0.8, 10.53
0.71, 0.666666666666667, 0.142857142857143, 1, 0, 1, 0.25, 0.8, 10.72
0.69, 0.75, 0.285714285714286, 1, 0, 0, 0.25, 0.8, 11.18
0.69, 0.75, 0.285714285714286, 1, 0, 0.333333333333333, 0.25, 0.8, 11.22
0.69, 0.75, 0.285714285714286, 1, 0, 0.666666666666667, 0.25, 0.8, 11.07
0.69, 0.75, 0.285714285714286, 1, 0, 1, 0.25, 0.8, 11.2
0.66, 0.833333333333333, 0.428571428571429, 1, 0, 0, 0.25, 0.8, 11.44
0.66, 0.833333333333333, 0.428571428571429, 1, 0, 0.333333333333333, 0.25, 0.8, 11.42
0.66, 0.833333333333333, 0.428571428571429, 1, 0, 0.666666666666667, 0.25, 0.8, 11.33
0.66, 0.833333333333333, 0.428571428571429, 1, 0, 1, 0.25, 0.8, 11.43
0.64, 0.916666666666667, 0.571428571428571, 1, 0, 0, 0.25, 0.8, 15.4
0.64, 0.916666666666667, 0.571428571428571, 1, 0, 0.333333333333333, 0.25, 0.8, 15.19
0.64, 0.916666666666667, 0.571428571428571, 1, 0, 0.666666666666667, 0.25, 0.8, 15.32
0.64, 0.916666666666667, 0.571428571428571, 1, 0, 1, 0.25, 0.8, 15.16
0.62, 1, 0.714285714285714, 1, 0, 0, 0.25, 0.8, 12.85
0.62, 1, 0.714285714285714, 1, 0, 0.333333333333333, 0.25, 0.8, 13.04
0.62, 1, 0.714285714285714, 1, 0, 0.666666666666667, 0.25, 0.8, 13
0.62, 1, 0.714285714285714, 1, 0, 1, 0.25, 0.8, 13
0.98, 0, 0.285714285714286, 0, 1, 0, 0.25, 1, 24.35
0.98, 0, 0.285714285714286, 0, 1, 0.333333333333333, 0.25, 1, 24.33
0.98, 0, 0.285714285714286, 0, 1, 0.666666666666667, 0.25, 1, 24.03
0.98, 0, 0.285714285714286, 0, 1, 1, 0.25, 1, 24.26
0.9, 0.166666666666667, 0.428571428571429, 0.111111111111111, 1, 0, 0.25, 1, 29.83
0.9, 0.166666666666667, 0.428571428571429, 0.111111111111111, 1, 0.333333333333333, 0.25, 1, 29.08
0.9, 0.166666666666667, 0.428571428571429, 0.111111111111111, 1, 0.666666666666667, 0.25, 1, 28.03
0.9, 0.166666666666667, 0.428571428571429, 0.111111111111111, 1, 1, 0.25, 1, 29.02
0.86, 0.25, 0.285714285714286, 0.333333333333333, 1, 0, 0.25, 1, 27.03
0.86, 0.25, 0.285714285714286, 0.333333333333333, 1, 0.333333333333333, 0.25, 1, 26.45
0.86, 0.25, 0.285714285714286, 0.333333333333333, 1, 0.666666666666667, 0.25, 1, 25.36
0.86, 0.25, 0.285714285714286, 0.333333333333333, 1, 1, 0.25, 1, 26.45
0.82, 0.333333333333333, 0.428571428571429, 0.333333333333333, 1, 0, 0.25, 1, 24.37
0.82, 0.333333333333333, 0.428571428571429, 0.333333333333333, 1, 0.333333333333333, 0.25, 1, 23.89
0.82, 0.333333333333333, 0.428571428571429, 0.333333333333333, 1, 0.666666666666667, 0.25, 1, 22.89
0.82, 0.333333333333333, 0.428571428571429, 0.333333333333333, 1, 1, 0.25, 1, 23.86
0.79, 0.416666666666667, 0.571428571428571, 0.333333333333333, 1, 0, 0.25, 1, 37.03
0.79, 0.416666666666667, 0.571428571428571, 0.333333333333333, 1, 0.333333333333333, 0.25, 1, 36.71
0.79, 0.416666666666667, 0.571428571428571, 0.333333333333333, 1, 0.666666666666667, 0.25, 1, 36.77
0.79, 0.416666666666667, 0.571428571428571, 0.333333333333333, 1, 1, 0.25, 1, 35.48
0.76, 0.5, 1, 0.111111111111111, 1, 0, 0.25, 1, 32.31
0.76, 0.5, 1, 0.111111111111111, 1, 0.333333333333333, 0.25, 1, 33.21
0.76, 0.5, 1, 0.111111111111111, 1, 0.666666666666667, 0.25, 1, 32.46
0.76, 0.5, 1, 0.111111111111111, 1, 1, 0.25, 1, 33.27
0.74, 0.583333333333333, 0, 1, 0, 0, 0.25, 1, 10.47
0.74, 0.583333333333333, 0, 1, 0, 0.333333333333333, 0.25, 1, 10.37
0.74, 0.583333333333333, 0, 1, 0, 0.666666666666667, 0.25, 1, 10.34
0.74, 0.583333333333333, 0, 1, 0, 1, 0.25, 1, 10.39
0.71, 0.666666666666667, 0.142857142857143, 1, 0, 0, 0.25, 1, 10.78
0.71, 0.666666666666667, 0.142857142857143, 1, 0, 0.333333333333333, 0.25, 1, 10.7
0.71, 0.666666666666667, 0.142857142857143, 1, 0, 0.666666666666667, 0.25, 1, 10.67
0.71, 0.666666666666667, 0.142857142857143, 1, 0, 1, 0.25, 1, 13.69
0.69, 0.75, 0.285714285714286, 1, 0, 0, 0.25, 1, 11.21
0.69, 0.75, 0.285714285714286, 1, 0, 0.333333333333333, 0.25, 1, 11.14
0.69, 0.75, 0.285714285714286, 1, 0, 0.666666666666667, 0.25, 1, 11.11
0.69, 0.75, 0.285714285714286, 1, 0, 1, 0.25, 1, 11.16
0.66, 0.833333333333333, 0.428571428571429, 1, 0, 0, 0.25, 1, 11.38
0.66, 0.833333333333333, 0.428571428571429, 1, 0, 0.333333333333333, 0.25, 1, 11.34
0.66, 0.833333333333333, 0.428571428571429, 1, 0, 0.666666666666667, 0.25, 1, 11.22
0.66, 0.833333333333333, 0.428571428571429, 1, 0, 1, 0.25, 1, 11.34
0.64, 0.916666666666667, 0.571428571428571, 1, 0, 0, 0.25, 1, 15.16
0.64, 0.916666666666667, 0.571428571428571, 1, 0, 0.333333333333333, 0.25, 1, 15.37
0.64, 0.916666666666667, 0.571428571428571, 1, 0, 0.666666666666667, 0.25, 1, 15.12
0.64, 0.916666666666667, 0.571428571428571, 1, 0, 1, 0.25, 1, 15.36
0.62, 1, 0.714285714285714, 1, 0, 0, 0.25, 1, 12.59
0.62, 1, 0.714285714285714, 1, 0, 0.333333333333333, 0.25, 1, 12.74
0.62, 1, 0.714285714285714, 1, 0, 0.666666666666667, 0.25, 1, 12.8
0.62, 1, 0.714285714285714, 1, 0, 1, 0.25, 1, 12.62
0.98, 0, 0.285714285714286, 0, 1, 0, 0.625, 0.2, 28.15
0.98, 0, 0.285714285714286, 0, 1, 0.333333333333333, 0.625, 0.2, 28.15
0.98, 0, 0.285714285714286, 0, 1, 0.666666666666667, 0.625, 0.2, 28.37
0.98, 0, 0.285714285714286, 0, 1, 1, 0.625, 0.2, 28.41
0.9, 0.166666666666667, 0.428571428571429, 0.111111111111111, 1, 0, 0.625, 0.2, 32.68
